id	SC_unfresh_1	SC_fresh_5	SC_unfresh_2	SC_fresh_6	SC_unfresh_3	Myo_unfresh_1	SC_fresh_1	Myo_unfresh_2	SC_fresh_2	Myo_unfresh_3	SC_fresh_3	Myo_unfresh_4	SC_fresh_4
1700092C02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092C10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092E19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092K14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092M07Rik	0	0	0	0	0	2	2	0	0	0	0	0	0
1700093K21Rik	0	0	0	0	0	13	0	5	0	5	0	5	0
1700094D03Rik	7	4	6	1	2	10	6	6	4	7	1	9	0
1700094J05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700094M24Rik	0	0	0	0	0	0	0	0	0	0	0	1	0
1700095A21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700095B10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700095B22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700096J18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700096K18Rik	0	9	4	2	1	1	6	5	4	5	0	9	1
1700097N02Rik	0	0	0	1	0	0	0	0	0	0	0	0	0
1700100L14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700101E01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700101I11Rik	0	0	0	0	0	0	0	0	1	2	0	0	0
1700101O22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700102H20Rik	1	0	0	0	1	4	3	1	3	4	1	2	0
1700102P08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700104A03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700105P06Rik	0	0	0	0	0	2	1	1	0	0	0	2	0
1700106J16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700108F19Rik	0	1	0	1	0	0	1	0	1	2	0	6	0
1700108J01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109F18Rik	0	0	0	0	1	1	0	0	0	2	0	1	0
1700109G14Rik	1	0	0	0	0	1	0	0	0	0	1	1	0
1700109G15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109H08Rik	1	0	0	0	0	0	1	0	1	0	0	0	0
1700109I08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700110C19Rik	0	0	0	0	1	1	0	0	0	0	0	0	0
1700110I01Rik	0	0	0	1	0	0	0	0	0	0	0	0	0
1700110K17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700110M21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700111N16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700112E06Rik	0	3	2	3	1	6	4	1	3	8	1	5	0
1700112H15Rik	0	0	0	0	0	0	0	0	1	0	0	0	0
1700112J05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700113A16Rik	17	15	32	12	21	21	33	21	18	48	6	43	5
1700113H08Rik	3	0	0	0	0	0	0	0	0	0	0	0	1
1700119H24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120C14Rik	1	2	0	0	1	7	3	5	3	10	0	9	0
1700120E14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120G07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120K04Rik	0	0	0	0	0	0	0	1	0	2	0	0	0
1700121L16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700121N20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700122O11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123I01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123K08Rik	0	0	0	0	0	0	0	0	0	1	0	0	0
1700123L14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123M08Rik	4	3	9	3	2	14	5	2	7	15	2	12	0
1700123O12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123O20Rik	52	31	50	27	26	450	129	90	70	267	16	305	10
1700123O21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700125G02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700125G22Rik	0	1	0	0	0	1	0	0	0	0	0	0	0
1700125H03Rik	0	0	0	0	0	0	1	0	0	0	0	0	0
1700125H20Rik	0	0	0	0	0	0	0	0	0	1	0	1	0
1700126H18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700128A07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700128F08Rik	0	0	0	0	0	0	1	0	0	0	0	0	0
1700129C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1810006J02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1810007C17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1810007D17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1810007I06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1810008I18Rik	0	0	1	0	0	0	0	0	0	1	0	2	0
1810009A15Rik	118	90	138	57	67	985	250	574	117	570	39	649	17
1810009J06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1810010D01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1810010H24Rik	1	0	1	2	2	0	2	0	2	2	3	4	0
1810011H11Rik	0	0	1	0	0	0	0	1	0	0	0	0	0
1810011O10Rik	20	8	22	11	12	25	6	10	4	19	4	24	3
1810012K16Rik	0	0	0	0	0	1	0	0	0	1	0	2	0
1810013A23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1810013L24Rik	17	9	23	6	15	38	19	21	10	46	2	63	0
1810014B01Rik	12	3	12	7	4	27	15	6	15	15	3	11	0
1810018F18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1810019D21Rik	0	0	0	0	0	0	0	1	0	0	0	1	0
1810019J16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1810020O05Rik	0	0	0	0	0	0	0	0	0	0	1	0	0
1810021B22Rik	1	0	5	3	3	0	3	8	1	9	1	8	1
1810022K09Rik	193	140	251	91	122	1902	452	636	192	1129	51	1356	33
1810024B03Rik	0	0	1	0	1	7	4	4	0	3	1	5	1
1810026B05Rik	31	20	24	8	8	24	42	5	16	29	8	29	1
1810026J23Rik	15	8	14	4	5	19	27	22	13	43	1	64	1
1810030O07Rik	26	19	23	16	22	40	57	17	21	40	12	63	8
1810032O08Rik	23	14	30	11	9	46	42	24	29	23	7	39	1
1810033B17Rik	0	0	1	0	1	0	0	0	0	0	0	0	0
1810034E14Rik	0	0	2	1	0	4	0	2	1	0	0	1	0
1810035I16Rik	1	0	0	0	0	5	0	2	0	5	1	12	0
1810037I17Rik	283	221	255	137	164	2686	547	794	249	2240	83	2610	52
1810041L15Rik	1	0	1	0	0	1	1	2	0	2	0	5	0
1810043G02Rik	16	16	19	3	10	66	21	75	16	53	5	47	2
1810043H04Rik	67	41	76	36	23	234	128	206	74	212	16	235	10
1810044D09Rik	6	3	3	3	6	15	6	13	4	30	2	22	1
1810046K07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1810053B23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1810055G02Rik	35	25	38	13	36	132	58	69	36	97	11	110	3
1810058I24Rik	83	69	122	61	77	486	184	338	136	527	41	620	32
1810062G17Rik	4	0	3	1	2	4	2	0	4	0	1	4	3
1810062O18Rik	0	0	0	0	0	2	0	1	0	2	0	2	0
1810064F22Rik	1	0	1	0	1	6	0	1	0	6	0	6	0
1810065E05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2010001E11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2010001M06Rik	3	0	0	0	0	0	1	0	0	2	1	0	0
2010002M12Rik	0	0	0	1	0	0	1	0	0	2	0	0	0
2010003K11Rik	0	0	0	0	0	0	0	0	0	1	0	0	0
2010003O02Rik	80	46	102	40	54	71	137	62	86	82	23	99	16
2010005H15Rik	2	0	1	0	0	6	0	0	0	1	0	0	0
2010009K17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2010010A06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2010012O05Rik	38	9	42	14	15	99	42	48	28	80	12	51	2
2010015L04Rik	24	7	16	5	14	26	12	11	14	56	3	23	0
2010016I18Rik	0	0	0	0	0	0	0	0	0	0	0	1	0
2010106C02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2010106E10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2010107E04Rik	283	162	333	103	175	2736	675	1036	274	2226	95	2369	53
2010107G12Rik	0	0	0	0	0	0	1	0	0	0	0	0	0
2010107G23Rik	0	0	2	0	0	2	0	1	0	11	1	5	0
2010109A12Rik	0	0	1	0	1	2	0	0	0	0	0	0	0
2010109I03Rik	3	2	2	0	1	3	2	1	2	4	2	5	0
2010111I01Rik	42	30	17	13	13	52	40	31	42	79	19	78	11
2010204K13Rik	50	26	64	28	23	213	115	93	65	134	21	111	11
2010300C02Rik	1	0	0	0	0	0	0	0	0	0	0	0	0
2010308F09Rik	1	1	0	0	0	1	0	0	1	0	0	0	0
2010310C07Rik	0	0	0	0	1	0	0	0	0	0	0	0	0
2010315B03Rik	10	9	6	6	4	17	16	3	10	22	0	15	2
2010320M18Rik	20	19	30	18	18	102	42	70	23	120	13	152	5
2200002D01Rik	2	1	2	0	2	24	2	26	2	72	1	50	1
2200002J24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2210010C04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2210013O21Rik	28	24	43	14	24	240	63	90	47	229	9	302	13
2210015D19Rik	36	20	50	19	25	179	89	100	34	156	10	163	11
2210016F16Rik	26	24	25	21	11	82	65	32	21	60	5	74	3
2210016L21Rik	25	12	16	4	16	30	34	24	15	27	4	49	4
2210018M11Rik	11	5	10	3	10	28	17	7	7	27	5	22	0
2210019I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2210039B01Rik	2	2	1	2	0	3	3	0	2	6	1	6	0
2210404J11Rik	6	5	5	2	1	11	7	7	5	14	3	17	0
2210404O07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2210404O09Rik	1	1	0	0	0	4	2	1	2	3	0	4	0
2210407C18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2210408F21Rik	3	2	2	2	1	5	5	2	1	10	1	6	0
2210408I21Rik	6	0	0	4	4	17	6	4	11	11	1	14	1
2210409D07Rik	0	0	0	0	0	3	0	0	0	10	0	6	0
2210409E12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2210414B05Rik	0	0	0	0	0	1	0	0	0	0	0	0	0
2210416O15Rik	1	3	2	3	1	0	1	1	2	0	0	1	1
2210417A02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2210417K05Rik	1	1	1	0	0	6	1	9	2	5	1	7	0
2210420H20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2300002M23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2300005B03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2300009A05Rik	13	9	28	7	12	68	23	24	18	64	10	83	1
2310001H17Rik	9	9	4	1	1	9	7	5	4	12	0	16	1
2310001K24Rik	0	0	0	0	0	0	0	0	0	1	0	0	0
2310002D06Rik	2	0	0	0	0	0	4	0	2	0	0	0	0
2310002F09Rik	0	0	0	0	0	0	0	0	0	0	0	1	0
2310002J15Rik	1	0	0	0	0	0	0	0	0	0	0	0	0
2310002L09Rik	1	0	0	0	2	7	0	0	1	40	1	9	0
2310003H01Rik	15	3	15	9	12	25	25	17	13	15	6	20	2
2310005A03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2310005E17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2310005G13Rik	0	0	0	0	0	1	0	0	0	0	0	1	0
2310007B03Rik	0	0	0	0	0	0	0	0	0	1	0	0	0
2310007L24Rik	0	0	0	0	0	0	0	0	0	0	0	1	0
2310008H04Rik	19	12	21	8	11	18	21	4	28	5	4	10	2
2310008N11Rik	0	0	0	0	0	11	0	8	0	8	0	8	0
2310009A05Rik	61	41	65	20	34	183	110	74	54	168	19	189	9
2310009B15Rik	21	16	20	10	20	131	46	93	20	71	9	79	5
2310010J17Rik	11	7	6	7	6	17	22	6	20	12	7	18	3
2310011J03Rik	53	24	61	23	36	333	106	224	46	129	26	133	6
2310014F07Rik	0	0	0	0	0	1	0	0	1	2	0	6	0
2310014L17Rik	2	0	1	0	1	2	1	1	0	2	0	1	0
2310015A10Rik	17	4	14	5	7	5	8	3	16	20	4	22	0
2310015B20Rik	193	173	173	143	82	76	363	33	180	80	41	68	10
2310015D24Rik	0	0	1	0	0	0	0	0	0	0	0	0	0
2310016D03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2310020H05Rik	1	0	0	0	1	4	0	1	0	16	0	20	0
2310022A10Rik	12	3	22	12	6	54	17	43	8	63	1	63	1
2310022B05Rik	7	6	11	4	3	46	14	21	3	68	2	96	2
2310030A07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2310030G06Rik	2	4	6	3	2	1	11	6	8	6	0	32	4
2310033P09Rik	18	13	27	14	8	31	47	18	13	30	4	40	9
2310034C09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2310034G01Rik	0	0	0	0	0	1	0	1	0	1	0	2	0
2310034O05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2310035C23Rik	7	6	7	4	4	18	6	3	9	20	2	15	0
2310036O22Rik	81	60	49	39	33	374	177	171	75	175	24	245	12
2310039H08Rik	29	15	33	10	13	89	60	68	30	53	8	62	4
2310039L15Rik	1	0	1	0	1	1	1	3	1	0	0	3	1
2310040G24Rik	20	12	11	7	4	17	25	6	12	4	8	13	1
2310042D19Rik	0	0	0	0	0	0	0	1	0	2	0	2	0
2310042E22Rik	0	0	0	0	0	0	1	0	0	0	0	0	0
2310043L19Rik	0	0	1	0	0	17	2	3	1	43	0	47	0
2310043O21Rik	0	0	0	0	0	1	0	0	0	1	0	0	0
2310044G17Rik	7	4	9	5	3	42	10	13	5	34	1	28	1
2310045N01Rik	29	15	41	13	14	102	40	42	35	78	5	103	6
2310047M10Rik	14	3	15	2	6	14	6	6	5	12	3	21	0
2310050B05Rik	0	1	1	0	0	22	0	3	1	58	2	69	0
2310050C09Rik	0	0	0	0	0	0	0	1	0	0	0	0	0
2310057J18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2310057M21Rik	19	7	24	8	11	68	20	22	6	55	3	56	0
2310057N15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2310061I04Rik	31	32	62	20	18	245	101	143	39	176	15	220	6
2310061J03Rik	9	6	8	9	5	16	21	10	5	17	2	23	4
2310061N02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2310065F04Rik	1	0	1	2	0	3	1	0	0	4	0	4	1
2310067B10Rik	9	0	8	2	9	4	8	4	2	12	3	9	0
2310068J16Rik	0	0	1	0	0	2	1	0	0	2	0	0	0
2310069B03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2310069G16Rik	0	0	0	0	0	2	0	0	0	0	0	1	0
2310079G19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2310081J21Rik	2	0	5	2	2	0	7	0	2	2	0	2	1
2410002F23Rik	41	28	39	25	24	192	70	99	41	114	18	108	1
2410003L11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2410004B18Rik	2	4	4	2	7	18	23	6	7	12	1	14	1
2410004I01Rik	1	2	1	3	0	0	0	0	2	0	0	0	0
2410004N09Rik	19	7	23	5	12	66	32	13	18	40	6	50	0
2410004P03Rik	0	0	1	0	1	0	0	2	0	1	0	1	0
2410006H16Rik	756	243	1099	185	486	762	1324	430	788	977	267	1368	83
2410007B07Rik	1	0	0	0	1	0	0	0	0	0	0	0	0
2410012E07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2410012M07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2410015M20Rik	211	142	348	101	188	867	468	600	218	855	73	994	26
2410016O06Rik	5	1	9	4	3	20	13	8	8	15	0	15	0
2410017I17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2410018L13Rik	0	1	0	0	0	0	1	3	0	0	0	3	0
2410018M08Rik	6	4	19	6	12	59	21	18	9	40	7	71	0
2410021H03Rik	0	0	0	0	0	1	1	0	0	0	0	0	0
2410057H14Rik	0	0	0	0	1	1	0	0	0	1	0	0	0
2410066E13Rik	7	2	1	0	3	3	2	1	2	4	1	6	0
2410076I21Rik	0	0	0	0	0	1	0	0	0	0	0	0	0
2410088K16Rik	0	0	0	0	0	0	0	1	0	0	0	0	0
2410089E03Rik	8	12	16	9	10	30	22	11	11	20	3	22	1
2410114N07Rik	0	0	0	0	0	0	1	0	0	0	0	3	0
2410124H12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2410127L17Rik	10	9	24	9	12	58	30	21	12	60	6	62	2
2410131K14Rik	3	3	11	5	4	32	14	19	2	22	1	37	1
2410133F24Rik	0	0	0	1	0	2	1	0	0	1	0	4	0
2410137F16Rik	0	0	0	0	0	3	0	7	0	217	2	88	1
2410137M14Rik	0	0	0	0	0	0	1	0	0	0	0	0	0
2410141K09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2500004C02Rik	21	16	26	9	8	152	17	124	20	158	8	205	2
2510002D24Rik	24	33	29	11	17	89	59	41	39	50	8	62	3
2510003D18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2510003E04Rik	13	7	15	9	11	76	32	38	18	47	6	64	1
2510009E07Rik	12	3	14	5	7	6	15	2	10	9	5	8	2
2510039O18Rik	14	6	22	3	5	34	15	16	7	49	4	66	0
2510049J12Rik	1	0	1	0	0	1	0	0	0	0	0	0	0
2600006L11Rik	0	0	0	0	0	0	0	2	0	1	0	0	0
2610001J05Rik	70	16	56	16	44	509	57	267	27	283	11	271	5
2610002J02Rik	23	14	17	7	13	41	34	35	25	30	4	31	2
2610002M06Rik	14	6	13	5	7	36	14	16	3	30	4	28	3
2610005L07Rik	25	12	7	11	8	10	26	6	12	7	6	13	5
2610008E11Rik	13	9	16	6	3	37	22	4	16	28	5	37	1
2610015P09Rik	10	12	20	5	19	48	39	10	12	38	13	28	2
2610016A17Rik	23	26	8	14	4	1	27	3	23	5	17	12	5
2610017I09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2610018G03Rik	0	0	0	0	0	0	0	0	2	0	0	0	0
2610019E17Rik	9	4	35	6	11	80	28	20	20	26	5	27	1
2610020C07Rik	2	3	3	0	0	8	3	2	1	4	0	5	0
2610020H08Rik	1	1	0	0	0	13	4	3	1	12	1	10	0
2610027K06Rik	0	0	0	1	0	0	0	0	0	0	0	0	1
2610028E06Rik	0	0	0	0	0	0	0	0	0	6	0	6	0
2610028H24Rik	1	0	0	1	0	2	0	0	1	1	0	1	0
2610034B18Rik	20	9	32	7	16	126	61	109	16	74	6	66	1
2610034M16Rik	3	0	0	0	0	0	1	0	0	0	0	0	2
2610035D17Rik	10	4	9	2	8	7	4	12	8	12	4	15	0
2610035F20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2610037D02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2610044O15Rik8	16	7	13	10	6	41	19	5	10	24	2	28	2
2610100L16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2610203C20Rik	5	3	3	1	4	45	4	15	4	45	0	63	0
2610203C22Rik	0	0	1	0	0	0	0	0	0	1	0	0	0
2610204G22Rik	3	1	1	1	1	2	2	1	4	6	0	4	0
2610206C17Rik	0	0	0	0	0	0	1	0	0	1	1	0	0
2610301B20Rik	15	4	11	3	7	39	28	9	11	46	4	69	0
2610301G19Rik	26	11	29	14	14	85	36	17	16	30	7	44	6
2610305D13Rik	5	4	9	2	3	12	9	1	3	6	1	8	0
2610306M01Rik	11	12	15	8	7	26	40	23	16	30	2	47	4
2610307P16Rik	6	12	4	10	4	2	13	2	12	5	5	4	2
2610316D01Rik	0	0	1	0	0	1	0	0	0	0	0	0	0
2610318N02Rik	0	0	0	0	0	16	0	14	0	12	0	11	0
2610507B11Rik	36	8	48	11	29	80	38	46	19	88	4	81	1
2610507I01Rik	1	0	0	0	0	0	0	0	0	0	0	0	0
2610524H06Rik	6	2	12	5	5	33	12	25	9	25	2	43	0
2610528A11Rik	0	0	0	0	0	2	0	0	0	0	0	2	0
2610528J11Rik	0	0	1	0	1	0	0	0	0	0	0	0	0
2700029M09Rik	27	14	17	12	20	201	41	67	20	76	6	89	2
2700038G22Rik	11	8	21	5	5	147	23	110	16	128	3	147	3
2700046A07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2700046G09Rik	3	0	2	2	0	6	2	2	3	1	0	3	0
2700049A03Rik	9	4	11	6	6	24	11	13	6	15	3	37	1
2700050L05Rik	25	15	14	17	11	41	32	11	10	37	8	57	3
2700054A10Rik	0	0	1	0	0	3	2	0	0	2	0	2	0
2700060E02Rik	204	132	278	101	157	1638	495	336	224	905	75	1077	37
2700062C07Rik	18	18	21	10	9	104	36	22	13	41	6	33	2
2700069I18Rik	1	0	0	0	2	1	2	1	2	1	0	3	1
2700070H01Rik	1	0	1	0	0	6	1	4	0	4	0	8	0
2700081L22Rik	0	0	0	0	0	0	0	1	1	0	0	3	0
2700081O15Rik	11	8	14	4	17	8	18	4	7	14	3	22	2
2700086A05Rik	0	0	0	1	0	0	1	3	2	2	0	1	0
2700089E24Rik	105	29	83	33	31	166	85	22	39	117	13	126	10
2700089I24Rik	0	1	0	0	1	0	0	0	1	0	0	0	0
2700094K13Rik	51	46	69	37	58	1063	228	588	115	455	22	560	16
2700097O09Rik	5	5	10	3	6	35	23	15	11	26	5	36	3
2700099C18Rik	0	1	0	1	2	11	6	2	0	8	0	10	0
2810001G20Rik	2	0	4	0	1	9	1	2	1	5	1	11	0
2810002D19Rik	10	9	6	4	3	22	19	12	9	22	2	21	1
2810004N23Rik	85	52	121	37	68	940	227	371	102	561	48	717	16
2810006K23Rik	22	9	16	4	13	53	34	44	9	74	10	72	2
2810007J24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2810008D09Rik	52	76	56	32	8	98	94	23	66	100	41	184	3
2810011L19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2810013P06Rik	12	6	10	10	6	31	19	6	14	14	6	19	1
2810021J22Rik	3	2	3	0	5	10	5	5	4	7	0	9	0
2810025M15Rik	31	18	33	15	19	262	49	201	26	149	2	189	5
2810029C07Rik	0	0	0	0	0	1	0	0	0	2	0	4	0
2810032G03Rik	0	0	0	0	1	0	0	0	0	0	0	0	0
2810047C21Rik1	0	1	1	0	0	0	2	3	1	12	0	8	0
2810049E08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2810055G20Rik	8	3	5	5	4	7	6	3	7	0	4	1	1
2810403A07Rik	7	0	11	2	3	41	14	13	5	39	4	41	3
2810403D21Rik	4	2	7	3	4	13	13	2	4	12	1	22	1
2810404M03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2810405F15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2810408A11Rik	0	0	0	0	0	4	0	1	0	2	0	1	0
2810408I11Rik	1	1	1	0	0	36	2	9	2	35	0	24	1
2810408M09Rik	9	5	8	6	4	39	14	17	11	31	1	29	6
2810410L24Rik	4	1	0	1	2	3	2	6	2	3	0	2	0
2810417H13Rik	15	8	6	1	26	755	56	190	32	299	1	310	2
2810428I15Rik	160	115	183	74	107	455	346	524	169	425	38	495	28
2810429I04Rik	0	0	0	0	0	9	0	2	0	3	0	4	0
2810433D01Rik	0	1	0	0	0	0	0	1	0	0	0	1	0
2810442I21Rik	1	1	1	0	0	2	0	0	1	0	1	2	0
2810442N19Rik	0	0	1	1	0	1	1	0	0	0	0	0	0
2810454H06Rik	5	7	9	1	3	8	7	4	2	5	3	4	0
2810459M11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2810468N07Rik	12	6	14	6	5	15	41	9	16	17	6	14	1
2810471M01Rik	1	0	0	0	0	0	1	0	0	1	0	2	0
2810474O19Rik	45	32	122	30	47	99	74	15	31	84	13	91	10
2900002K06Rik	1	0	0	0	0	5	1	3	2	0	0	2	0
2900005J15Rik	1	5	1	5	3	1	4	0	3	1	5	3	0
2900008C10Rik	11	6	3	2	0	7	8	6	5	6	0	17	0
2900009J06Rik	3	1	2	0	1	7	2	11	1	15	2	15	0
2900011O08Rik	0	0	0	0	0	7	0	2	0	5	0	4	0
2900026A02Rik	3	3	18	5	9	9	15	8	7	53	2	38	1
2900041M22Rik	5	1	4	3	1	8	5	3	3	6	2	7	1
2900052N01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2900055J20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2900056M20Rik	7	7	12	2	3	6	12	1	9	9	1	21	0
2900057B20Rik	2	1	1	3	0	2	3	4	5	6	1	4	0
2900060B14Rik	1	4	1	1	5	6	4	2	4	3	5	5	0
2900076A07Rik	8	3	8	3	5	16	11	4	6	18	2	21	2
2900079G21Rik	0	0	0	1	0	2	0	2	0	5	0	3	0
2900092C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2900092D14Rik	0	0	0	1	0	0	0	0	0	1	0	0	0
2900093L17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2900097C17Rik	111	39	177	37	70	421	131	110	77	476	29	469	13
3000002C10Rik	0	1	1	0	0	1	3	0	2	0	0	2	0
3010001F23Rik	0	1	0	1	1	0	0	0	1	1	0	5	0
3010026O09Rik	3	3	3	4	7	19	19	10	5	15	0	25	1
3010033K07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
3100003L05Rik	0	0	0	0	0	0	1	0	0	0	0	0	0
3110001D03Rik	250	155	270	109	152	1174	496	564	278	870	84	953	37
3110001I22Rik	2	2	7	3	0	16	12	5	7	3	3	8	0
3110002H16Rik	1	4	5	2	3	33	9	25	6	49	2	32	0
3110007F17Rik	3	0	5	1	3	9	7	2	4	4	0	4	1
3110009E18Rik	20	24	42	10	9	96	75	42	22	68	3	88	5
3110009F21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
3110015C05Rik	1	0	0	0	0	2	0	2	0	2	0	1	0
3110021A11Rik	0	1	1	0	1	1	2	1	0	1	1	4	0
3110021N24Rik	4	3	4	3	3	0	6	1	1	2	2	1	0
3110035E14Rik	0	0	0	0	0	0	1	0	0	0	0	0	0
3110039I08Rik	0	0	0	1	0	0	1	0	0	0	0	0	0
3110039M20Rik	2	0	2	0	1	4	0	0	0	3	0	0	1
3110040N11Rik	36	13	43	17	8	125	84	92	34	130	11	176	7
3110043O21Rik	13	1	5	3	4	28	8	8	2	34	4	46	1
3110045C21Rik	1	0	0	2	1	7	2	3	1	4	0	4	1
3110047P20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
3110052M02Rik	9	5	7	13	5	14	13	7	11	10	2	27	2
3110056K07Rik	13	3	7	4	3	32	22	8	9	15	1	25	0
3110057O12Rik	4	0	1	1	1	3	3	0	0	5	0	11	0
3110062M04Rik	7	9	2	3	3	23	8	8	7	16	0	21	1
3110070M22Rik	1	0	0	4	0	0	2	0	1	0	3	1	2
3110079O15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
3110082I17Rik	8	6	21	10	5	56	34	46	12	38	7	65	1
3110082J24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
3110099E03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
3200001D21Rik	0	0	0	0	1	0	0	0	0	0	0	0	0
